event_date,country,fatalities,year,month,year_month
2020-12-04,namibia,0,2020,Dec,2020-12
2020-12-04,south africa,0,2020,Dec,2020-12
2020-12-04,india,1,2020,Dec,2020-12
2020-12-04,argentina,0,2020,Dec,2020-12
2020-12-04,argentina,0,2020,Dec,2020-12
2020-12-04,poland,0,2020,Dec,2020-12
2020-12-04,united states,0,2020,Dec,2020-12
2020-12-04,united states,0,2020,Dec,2020-12
2020-12-04,democratic republic of congo,0,2020,Dec,2020-12
2020-12-04,argentina,0,2020,Dec,2020-12
2020-12-04,mexico,0,2020,Dec,2020-12
2020-12-04,south africa,0,2020,Dec,2020-12
2020-12-04,cambodia,0,2020,Dec,2020-12
2020-12-04,brazil,1,2020,Dec,2020-12
2020-12-04,india,0,2020,Dec,2020-12
2020-12-04,india,0,2020,Dec,2020-12
2020-12-04,iraq,0,2020,Dec,2020-12
2020-12-04,trinidad and tobago,1,2020,Dec,2020-12
2020-12-04,argentina,0,2020,Dec,2020-12
2020-12-04,argentina,0,2020,Dec,2020-12
2020-12-04,india,0,2020,Dec,2020-12
2020-12-04,united states,0,2020,Dec,2020-12
2020-12-04,mexico,0,2020,Dec,2020-12
2020-12-03,bangladesh,0,2020,Dec,2020-12
2020-12-03,lebanon,0,2020,Dec,2020-12
2020-12-03,mexico,1,2020,Dec,2020-12
2020-12-03,mexico,0,2020,Dec,2020-12
2020-12-03,chile,0,2020,Dec,2020-12
2020-12-03,democratic republic of congo,0,2020,Dec,2020-12
2020-12-03,pakistan,0,2020,Dec,2020-12
2020-12-03,uganda,0,2020,Dec,2020-12
2020-12-03,poland,0,2020,Dec,2020-12
2020-12-03,poland,0,2020,Dec,2020-12
2020-12-03,poland,0,2020,Dec,2020-12
2020-12-03,mexico,1,2020,Dec,2020-12
2020-12-03,united states,0,2020,Dec,2020-12
2020-12-03,democratic republic of congo,1,2020,Dec,2020-12
2020-12-03,india,0,2020,Dec,2020-12
2020-12-02,turkey,0,2020,Dec,2020-12
2020-12-02,colombia,0,2020,Dec,2020-12
2020-12-02,argentina,0,2020,Dec,2020-12
2020-12-02,south africa,0,2020,Dec,2020-12
2020-12-02,south korea,0,2020,Dec,2020-12
2020-12-02,pakistan,0,2020,Dec,2020-12
2020-12-02,japan,0,2020,Dec,2020-12
2020-12-02,panama,0,2020,Dec,2020-12
2020-12-02,india,0,2020,Dec,2020-12
2020-12-02,malawi,0,2020,Dec,2020-12
2020-12-02,malawi,0,2020,Dec,2020-12
2020-12-02,malawi,0,2020,Dec,2020-12
2020-12-02,south sudan,0,2020,Dec,2020-12
2020-12-02,poland,0,2020,Dec,2020-12
2020-12-02,kazakhstan,0,2020,Dec,2020-12
2020-12-02,south korea,0,2020,Dec,2020-12
2020-12-02,united states,0,2020,Dec,2020-12
2020-12-02,china,0,2020,Dec,2020-12
2020-12-02,china,0,2020,Dec,2020-12
2020-12-02,nigeria,0,2020,Dec,2020-12
2020-12-02,south korea,0,2020,Dec,2020-12
2020-12-02,poland,0,2020,Dec,2020-12
2020-12-02,mexico,0,2020,Dec,2020-12
2020-12-02,india,0,2020,Dec,2020-12
2020-12-02,colombia,1,2020,Dec,2020-12
2020-12-02,colombia,0,2020,Dec,2020-12
2020-12-02,india,0,2020,Dec,2020-12
2020-12-02,syria,1,2020,Dec,2020-12
2020-12-02,algeria,0,2020,Dec,2020-12
2020-12-02,italy,0,2020,Dec,2020-12
2020-12-02,turkey,0,2020,Dec,2020-12
2020-12-02,brazil,2,2020,Dec,2020-12
2020-12-01,iran,0,2020,Dec,2020-12
2020-12-01,south africa,0,2020,Dec,2020-12
2020-12-01,argentina,0,2020,Dec,2020-12
2020-12-01,brazil,0,2020,Dec,2020-12
2020-12-01,argentina,0,2020,Dec,2020-12
2020-12-01,india,0,2020,Dec,2020-12
2020-12-01,south korea,0,2020,Dec,2020-12
2020-12-01,mexico,0,2020,Dec,2020-12
2020-12-01,central african republic,3,2020,Dec,2020-12
2020-12-01,ethiopia,0,2020,Dec,2020-12
2020-12-01,mexico,1,2020,Dec,2020-12
2020-12-01,india,0,2020,Dec,2020-12
2020-12-01,cameroon,0,2020,Dec,2020-12
2020-12-01,syria,0,2020,Dec,2020-12
2020-12-01,south africa,0,2020,Dec,2020-12
2020-11-30,turkey,0,2020,Nov,2020-11
2020-11-30,south africa,0,2020,Nov,2020-11
2020-11-30,south africa,0,2020,Nov,2020-11
2020-11-30,poland,0,2020,Nov,2020-11
2020-11-30,united states,0,2020,Nov,2020-11
2020-11-30,mexico,1,2020,Nov,2020-11
2020-11-30,mexico,0,2020,Nov,2020-11
2020-11-30,democratic republic of congo,1,2020,Nov,2020-11
2020-11-30,democratic republic of congo,0,2020,Nov,2020-11
2020-11-30,democratic republic of congo,0,2020,Nov,2020-11
2020-11-30,democratic republic of congo,0,2020,Nov,2020-11
2020-11-30,uganda,0,2020,Nov,2020-11
2020-11-30,sri lanka,0,2020,Nov,2020-11
2020-11-30,sri lanka,0,2020,Nov,2020-11
2020-11-30,united states,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,south korea,0,2020,Nov,2020-11
2020-11-30,india,0,2020,Nov,2020-11
2020-11-30,brazil,1,2020,Nov,2020-11
2020-11-30,south africa,0,2020,Nov,2020-11
2020-11-30,south africa,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,israel,0,2020,Nov,2020-11
2020-11-30,nepal,0,2020,Nov,2020-11
2020-11-30,nigeria,0,2020,Nov,2020-11
2020-11-30,algeria,0,2020,Nov,2020-11
2020-11-30,haiti,0,2020,Nov,2020-11
2020-11-29,puerto rico,0,2020,Nov,2020-11
2020-11-29,argentina,0,2020,Nov,2020-11
2020-11-29,paraguay,0,2020,Nov,2020-11
2020-11-29,mexico,0,2020,Nov,2020-11
2020-11-29,ethiopia,0,2020,Nov,2020-11
2020-11-29,venezuela,3,2020,Nov,2020-11
2020-11-29,united states,0,2020,Nov,2020-11
2020-11-29,democratic republic of congo,0,2020,Nov,2020-11
2020-11-29,mexico,0,2020,Nov,2020-11
2020-11-29,haiti,0,2020,Nov,2020-11
2020-11-29,mauritius,0,2020,Nov,2020-11
2020-11-29,united states,0,2020,Nov,2020-11
2020-11-28,guatemala,0,2020,Nov,2020-11
2020-11-28,argentina,0,2020,Nov,2020-11
2020-11-28,south africa,0,2020,Nov,2020-11
2020-11-28,italy,0,2020,Nov,2020-11
2020-11-28,south korea,0,2020,Nov,2020-11
2020-11-28,mexico,0,2020,Nov,2020-11
2020-11-28,mexico,0,2020,Nov,2020-11
2020-11-28,mexico,0,2020,Nov,2020-11
2020-11-28,ethiopia,0,2020,Nov,2020-11
2020-11-28,united states,0,2020,Nov,2020-11
2020-11-28,russia,0,2020,Nov,2020-11
2020-11-28,democratic republic of congo,0,2020,Nov,2020-11
2020-11-28,italy,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,united states,0,2020,Nov,2020-11
2020-11-28,libya,1,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,italy,0,2020,Nov,2020-11
2020-11-28,italy,0,2020,Nov,2020-11
2020-11-28,south africa,0,2020,Nov,2020-11
2020-11-28,poland,0,2020,Nov,2020-11
2020-11-28,india,0,2020,Nov,2020-11
2020-11-28,bolivia,0,2020,Nov,2020-11
2020-11-28,turkey,0,2020,Nov,2020-11
2020-11-28,italy,0,2020,Nov,2020-11
2020-11-28,italy,0,2020,Nov,2020-11
2020-11-28,spain,0,2020,Nov,2020-11
2020-11-28,italy,0,2020,Nov,2020-11
2020-11-28,italy,0,2020,Nov,2020-11
2020-11-28,pakistan,0,2020,Nov,2020-11
2020-11-28,haiti,0,2020,Nov,2020-11
2020-11-28,haiti,0,2020,Nov,2020-11
2020-11-28,belgium,0,2020,Nov,2020-11
2020-11-28,france,0,2020,Nov,2020-11
2020-11-28,france,0,2020,Nov,2020-11
2020-11-28,france,0,2020,Nov,2020-11
2020-11-28,germany,0,2020,Nov,2020-11
2020-11-28,germany,0,2020,Nov,2020-11
2020-11-27,turkey,0,2020,Nov,2020-11
2020-11-27,uzbekistan,0,2020,Nov,2020-11
2020-11-27,malawi,0,2020,Nov,2020-11
2020-11-27,paraguay,0,2020,Nov,2020-11
2020-11-27,brazil,0,2020,Nov,2020-11
2020-11-27,india,0,2020,Nov,2020-11
2020-11-27,mexico,0,2020,Nov,2020-11
2020-11-27,south sudan,0,2020,Nov,2020-11
2020-11-27,chile,0,2020,Nov,2020-11
2020-11-27,india,0,2020,Nov,2020-11
2020-11-27,mexico,1,2020,Nov,2020-11
2020-11-27,morocco,0,2020,Nov,2020-11
2020-11-27,india,0,2020,Nov,2020-11
2020-11-27,china,0,2020,Nov,2020-11
2020-11-27,bolivia,0,2020,Nov,2020-11
2020-11-27,italy,0,2020,Nov,2020-11
2020-11-27,indonesia,0,2020,Nov,2020-11
2020-11-27,mexico,0,2020,Nov,2020-11
2020-11-27,democratic republic of congo,1,2020,Nov,2020-11
2020-11-27,bangladesh,0,2020,Nov,2020-11
2020-11-27,south africa,0,2020,Nov,2020-11
2020-11-27,syria,0,2020,Nov,2020-11
2020-11-27,switzerland,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,mexico,0,2020,Nov,2020-11
2020-11-26,mexico,0,2020,Nov,2020-11
2020-11-26,russia,0,2020,Nov,2020-11
2020-11-26,burkina faso,1,2020,Nov,2020-11
2020-11-26,nigeria,0,2020,Nov,2020-11
2020-11-26,pakistan,0,2020,Nov,2020-11
2020-11-26,nepal,0,2020,Nov,2020-11
2020-11-26,poland,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,south korea,0,2020,Nov,2020-11
2020-11-26,south korea,0,2020,Nov,2020-11
2020-11-26,nigeria,0,2020,Nov,2020-11
2020-11-26,yemen,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,mexico,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,iraq,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,jamaica,1,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,syria,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,south africa,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,nigeria,1,2020,Nov,2020-11
2020-11-26,bangladesh,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,india,0,2020,Nov,2020-11
2020-11-26,israel,0,2020,Nov,2020-11
2020-11-26,germany,0,2020,Nov,2020-11
2020-11-25,turkey,0,2020,Nov,2020-11
2020-11-25,turkey,0,2020,Nov,2020-11
2020-11-25,turkey,0,2020,Nov,2020-11
2020-11-25,turkey,0,2020,Nov,2020-11
2020-11-25,turkey,0,2020,Nov,2020-11
2020-11-25,turkey,0,2020,Nov,2020-11
2020-11-25,turkey,0,2020,Nov,2020-11
2020-11-25,turkey,0,2020,Nov,2020-11
2020-11-25,el salvador,0,2020,Nov,2020-11
2020-11-25,honduras,1,2020,Nov,2020-11
2020-11-25,chile,0,2020,Nov,2020-11
2020-11-25,paraguay,0,2020,Nov,2020-11
2020-11-25,argentina,0,2020,Nov,2020-11
2020-11-25,colombia,0,2020,Nov,2020-11
2020-11-25,colombia,0,2020,Nov,2020-11
2020-11-25,argentina,0,2020,Nov,2020-11
2020-11-25,argentina,0,2020,Nov,2020-11
2020-11-25,argentina,0,2020,Nov,2020-11
2020-11-25,bolivia,0,2020,Nov,2020-11
2020-11-25,paraguay,0,2020,Nov,2020-11
2020-11-25,argentina,0,2020,Nov,2020-11
2020-11-25,bangladesh,0,2020,Nov,2020-11
2020-11-25,india,0,2020,Nov,2020-11
2020-11-25,argentina,0,2020,Nov,2020-11
2020-11-25,sweden,0,2020,Nov,2020-11
2020-11-25,germany,0,2020,Nov,2020-11
2020-11-25,sweden,0,2020,Nov,2020-11
2020-11-25,sweden,0,2020,Nov,2020-11
2020-11-25,greece,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,colombia,0,2020,Nov,2020-11
2020-11-25,russia,0,2020,Nov,2020-11
2020-11-25,russia,0,2020,Nov,2020-11
2020-11-25,south africa,0,2020,Nov,2020-11
2020-11-25,venezuela,0,2020,Nov,2020-11
2020-11-25,venezuela,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,chile,0,2020,Nov,2020-11
2020-11-25,argentina,0,2020,Nov,2020-11
2020-11-25,chile,0,2020,Nov,2020-11
2020-11-25,indonesia,0,2020,Nov,2020-11
2020-11-25,nepal,0,2020,Nov,2020-11
2020-11-25,poland,0,2020,Nov,2020-11
2020-11-25,somalia,1,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,belgium,0,2020,Nov,2020-11
2020-11-25,kazakhstan,0,2020,Nov,2020-11
2020-11-25,south korea,0,2020,Nov,2020-11
2020-11-25,japan,0,2020,Nov,2020-11
2020-11-25,colombia,0,2020,Nov,2020-11
2020-11-25,bangladesh,0,2020,Nov,2020-11
2020-11-25,democratic republic of congo,0,2020,Nov,2020-11
2020-11-25,argentina,0,2020,Nov,2020-11
2020-11-25,argentina,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,pakistan,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,panama,0,2020,Nov,2020-11
2020-11-25,panama,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,india,0,2020,Nov,2020-11
2020-11-25,honduras,0,2020,Nov,2020-11
2020-11-25,paraguay,0,2020,Nov,2020-11
2020-11-25,paraguay,0,2020,Nov,2020-11
2020-11-25,turkey,0,2020,Nov,2020-11
2020-11-25,sweden,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,bolivia,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,india,0,2020,Nov,2020-11
2020-11-25,panama,0,2020,Nov,2020-11
2020-11-25,south africa,0,2020,Nov,2020-11
2020-11-25,south africa,0,2020,Nov,2020-11
2020-11-25,south africa,0,2020,Nov,2020-11
2020-11-25,south africa,0,2020,Nov,2020-11
2020-11-25,bangladesh,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,costa rica,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,spain,0,2020,Nov,2020-11
2020-11-25,portugal,0,2020,Nov,2020-11
2020-11-25,haiti,0,2020,Nov,2020-11
2020-11-25,bolivia,0,2020,Nov,2020-11
2020-11-25,ecuador,0,2020,Nov,2020-11
2020-11-25,cameroon,2,2020,Nov,2020-11
2020-11-25,italy,0,2020,Nov,2020-11
2020-11-25,italy,0,2020,Nov,2020-11
2020-11-25,italy,0,2020,Nov,2020-11
2020-11-25,italy,0,2020,Nov,2020-11
2020-11-25,italy,0,2020,Nov,2020-11
2020-11-25,italy,0,2020,Nov,2020-11
2020-11-25,italy,0,2020,Nov,2020-11
2020-11-25,italy,0,2020,Nov,2020-11
2020-11-25,italy,0,2020,Nov,2020-11
2020-11-25,italy,0,2020,Nov,2020-11
2020-11-25,haiti,0,2020,Nov,2020-11
2020-11-25,italy,0,2020,Nov,2020-11
2020-11-25,belgium,0,2020,Nov,2020-11
2020-11-25,belgium,0,2020,Nov,2020-11
2020-11-25,belgium,0,2020,Nov,2020-11
2020-11-25,belgium,0,2020,Nov,2020-11
2020-11-25,belgium,0,2020,Nov,2020-11
2020-11-25,belgium,0,2020,Nov,2020-11
2020-11-25,belgium,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,france,0,2020,Nov,2020-11
2020-11-25,guatemala,0,2020,Nov,2020-11
2020-11-25,germany,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-25,colombia,0,2020,Nov,2020-11
2020-11-25,germany,0,2020,Nov,2020-11
2020-11-25,germany,0,2020,Nov,2020-11
2020-11-25,germany,0,2020,Nov,2020-11
2020-11-25,germany,0,2020,Nov,2020-11
2020-11-25,germany,0,2020,Nov,2020-11
2020-11-25,germany,0,2020,Nov,2020-11
2020-11-25,mexico,0,2020,Nov,2020-11
2020-11-24,nigeria,0,2020,Nov,2020-11
2020-11-24,argentina,0,2020,Nov,2020-11
2020-11-24,mexico,1,2020,Nov,2020-11
2020-11-24,mexico,1,2020,Nov,2020-11
2020-11-24,honduras,1,2020,Nov,2020-11
2020-11-24,turkey,0,2020,Nov,2020-11
2020-11-24,somalia,0,2020,Nov,2020-11
2020-11-24,mexico,0,2020,Nov,2020-11
2020-11-24,mexico,0,2020,Nov,2020-11
2020-11-24,nigeria,0,2020,Nov,2020-11
2020-11-24,india,0,2020,Nov,2020-11
2020-11-24,kazakhstan,0,2020,Nov,2020-11
2020-11-24,syria,1,2020,Nov,2020-11
2020-11-24,colombia,1,2020,Nov,2020-11
2020-11-24,switzerland,0,2020,Nov,2020-11
2020-11-24,france,0,2020,Nov,2020-11
2020-11-23,el salvador,0,2020,Nov,2020-11
2020-11-23,brazil,0,2020,Nov,2020-11
2020-11-23,chile,0,2020,Nov,2020-11
2020-11-23,ukraine,0,2020,Nov,2020-11
2020-11-23,mexico,0,2020,Nov,2020-11
2020-11-23,mexico,0,2020,Nov,2020-11
2020-11-23,china,0,2020,Nov,2020-11
2020-11-23,democratic republic of congo,2,2020,Nov,2020-11
2020-11-23,south korea,0,2020,Nov,2020-11
2020-11-23,india,0,2020,Nov,2020-11
2020-11-23,india,0,2020,Nov,2020-11
2020-11-23,poland,0,2020,Nov,2020-11
2020-11-23,poland,0,2020,Nov,2020-11
2020-11-23,poland,0,2020,Nov,2020-11
2020-11-23,democratic republic of congo,0,2020,Nov,2020-11
2020-11-23,india,0,2020,Nov,2020-11
2020-11-23,kazakhstan,0,2020,Nov,2020-11
2020-11-23,democratic republic of congo,0,2020,Nov,2020-11
2020-11-23,yemen,0,2020,Nov,2020-11
2020-11-23,syria,1,2020,Nov,2020-11
2020-11-22,turkey,0,2020,Nov,2020-11
2020-11-22,brazil,1,2020,Nov,2020-11
2020-11-22,mexico,0,2020,Nov,2020-11
2020-11-22,mexico,0,2020,Nov,2020-11
2020-11-22,mexico,0,2020,Nov,2020-11
2020-11-22,ethiopia,0,2020,Nov,2020-11
2020-11-22,france,0,2020,Nov,2020-11
2020-11-22,jamaica,1,2020,Nov,2020-11
2020-11-22,turkey,0,2020,Nov,2020-11
2020-11-22,turkey,0,2020,Nov,2020-11
2020-11-22,united states,0,2020,Nov,2020-11
2020-11-22,china,0,2020,Nov,2020-11
2020-11-22,democratic republic of congo,3,2020,Nov,2020-11
2020-11-22,mexico,1,2020,Nov,2020-11
2020-11-22,mexico,0,2020,Nov,2020-11
2020-11-22,cuba,0,2020,Nov,2020-11
2020-11-22,poland,0,2020,Nov,2020-11
2020-11-22,poland,0,2020,Nov,2020-11
2020-11-22,mexico,0,2020,Nov,2020-11
2020-11-22,china,0,2020,Nov,2020-11
2020-11-22,jamaica,3,2020,Nov,2020-11
2020-11-22,mexico,0,2020,Nov,2020-11
2020-11-22,spain,0,2020,Nov,2020-11
2020-11-22,brazil,0,2020,Nov,2020-11
2020-11-22,belgium,0,2020,Nov,2020-11
2020-11-22,belgium,0,2020,Nov,2020-11
2020-11-22,belgium,0,2020,Nov,2020-11
2020-11-22,belgium,0,2020,Nov,2020-11
2020-11-22,spain,0,2020,Nov,2020-11
2020-11-22,spain,0,2020,Nov,2020-11
2020-11-22,spain,0,2020,Nov,2020-11
2020-11-22,spain,0,2020,Nov,2020-11
2020-11-22,spain,0,2020,Nov,2020-11
2020-11-22,spain,0,2020,Nov,2020-11
2020-11-22,spain,0,2020,Nov,2020-11
2020-11-21,morocco,0,2020,Nov,2020-11
2020-11-21,argentina,0,2020,Nov,2020-11
2020-11-21,belarus,0,2020,Nov,2020-11
2020-11-21,turkey,0,2020,Nov,2020-11
2020-11-21,brazil,1,2020,Nov,2020-11
2020-11-21,italy,0,2020,Nov,2020-11
2020-11-21,cameroon,0,2020,Nov,2020-11
2020-11-21,united states,0,2020,Nov,2020-11
2020-11-21,india,0,2020,Nov,2020-11
2020-11-21,poland,0,2020,Nov,2020-11
2020-11-21,poland,0,2020,Nov,2020-11
2020-11-21,poland,0,2020,Nov,2020-11
2020-11-21,poland,0,2020,Nov,2020-11
2020-11-21,poland,0,2020,Nov,2020-11
2020-11-21,poland,0,2020,Nov,2020-11
2020-11-21,poland,0,2020,Nov,2020-11
2020-11-21,poland,0,2020,Nov,2020-11
2020-11-21,poland,0,2020,Nov,2020-11
2020-11-21,united states,0,2020,Nov,2020-11
2020-11-21,democratic republic of congo,2,2020,Nov,2020-11
2020-11-21,poland,0,2020,Nov,2020-11
2020-11-21,poland,0,2020,Nov,2020-11
2020-11-21,poland,0,2020,Nov,2020-11
2020-11-21,ethiopia,0,2020,Nov,2020-11
2020-11-21,syria,1,2020,Nov,2020-11
2020-11-21,syria,1,2020,Nov,2020-11
2020-11-21,italy,0,2020,Nov,2020-11
2020-11-21,france,0,2020,Nov,2020-11
2020-11-21,france,0,2020,Nov,2020-11
2020-11-21,france,0,2020,Nov,2020-11
2020-11-21,france,0,2020,Nov,2020-11
2020-11-21,france,0,2020,Nov,2020-11
2020-11-21,france,0,2020,Nov,2020-11
2020-11-21,france,0,2020,Nov,2020-11
2020-11-21,france,0,2020,Nov,2020-11
2020-11-21,france,0,2020,Nov,2020-11
2020-11-21,france,0,2020,Nov,2020-11
2020-11-21,germany,0,2020,Nov,2020-11
2020-11-21,germany,0,2020,Nov,2020-11
2020-11-21,germany,0,2020,Nov,2020-11
2020-11-21,germany,0,2020,Nov,2020-11
2020-11-21,france,0,2020,Nov,2020-11
2020-11-20,bolivia,0,2020,Nov,2020-11
2020-11-20,south korea,0,2020,Nov,2020-11
2020-11-20,united states,0,2020,Nov,2020-11
2020-11-20,ethiopia,0,2020,Nov,2020-11
2020-11-20,poland,0,2020,Nov,2020-11
2020-11-20,poland,0,2020,Nov,2020-11
2020-11-20,ecuador,0,2020,Nov,2020-11
